,Chembl id,IC50,unit,smiles,pIC50
2703,CHEMBL246687,50,nM,N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.301029996
2704,CHEMBL3929002,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc2ccc(Cl)cc12,7.301029996
2705,CHEMBL2325101,50,nM,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl,7.301029996
2706,CHEMBL3963620,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(Cl)cc2)n1,7.301029996
2707,CHEMBL3983201,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(C(F)(F)F)cc2)n1,7.301029996
2708,CHEMBL3948661,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc2nc(C(F)(F)F)cc(Cl)c2c1,7.301029996
2709,CHEMBL3951099,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(C(C)(C)C)cc2)no1,7.301029996
2710,CHEMBL5271106,50,nM,CCN(CC)CCON=C1/C(=C/c2cc(OC)c(OC)c(OC)c2Br)CN(C)C/C1=C\c1cc(OC)c(OC)c(OC)c1Br,7.301029996
2711,CHEMBL3893128,50,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(-c2c(Cl)cccc2Cl)noc1C,7.301029996
2712,CHEMBL504117,50,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.301029996
2713,CHEMBL212201,50,nM,O=S(=O)(CCCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1)c1ccccc1,7.301029996
2714,CHEMBL372112,50,nM,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,7.301029996
2715,CHEMBL207037,50,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(C(N)=O)C1,7.301029996
2716,CHEMBL181742,50,nM,Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,7.301029996
2717,CHEMBL5188960,50,nM,CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@H](F)C4)n3)ncc12,7.301029996
2718,CHEMBL461869,50,nM,CCNC(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.301029996
2719,CHEMBL3966111,50,nM,C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,7.301029996
2720,CHEMBL466586,50,nM,CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.301029996
2721,CHEMBL251498,50.3,nM,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl,7.298432015
2722,CHEMBL2031310,50.7,nM,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCC,7.294992041
2723,CHEMBL4856592,50.8,nM,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,7.294136288
2724,CHEMBL4529521,50.8,nM,CCc1ccc(C(=O)/C=C\C(=O)O[C@H](CC=C(C)C)C2=CC(=O)c3c(O)ccc(O)c3C2=O)cc1,7.294136288
2725,CHEMBL4759414,50.9,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1,7.293282218
2726,CHEMBL3938794,51,nM,O=C1CS/C(=N/Nc2nncc3ccccc23)N1,7.292429824
2727,CHEMBL3920551,51,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.292429824
2728,CHEMBL51265,51,nM,Brc1cccc(Nc2ncnc3cnccc23)c1,7.292429824
2729,CHEMBL384699,51,nM,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1,7.292429824
2730,CHEMBL2381514,51,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.292429824
2731,CHEMBL422292,51,nM,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.292429824
2732,CHEMBL1203934,51,nM,COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC.Cl,7.292429824
2733,CHEMBL4745868,51,nM,C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(C)c3)ncc2Cl)c1,7.292429824
2734,CHEMBL5086894,51.2,nM,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,7.290730039
2735,CHEMBL4846607,51.2,nM,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,7.290730039
2736,CHEMBL3355885,51.2,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-],7.290730039
2737,CHEMBL4203001,51.3,nM,CN(CCO)c1nc(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,7.289882635
2738,CHEMBL4204139,51.9,nM,CN(CCCO)c1nc(Nc2ccc(F)cc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,7.284832642
2739,CHEMBL2381509,52,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCC#CCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.283996656
2740,CHEMBL4451986,52,nM,C/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.283996656
2741,CHEMBL497863,52,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/NCC(F)(F)F,7.283996656
2742,CHEMBL3905411,52,nM,CCCCNC(=S)NNc1nncc2ccccc12,7.283996656
2743,CHEMBL5180830,52,nM,O=C1c2cc(F)ccc2Nc2ccccc2N1Cc1ccccc1,7.283996656
2744,CHEMBL4102224,52,nM,CCC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,7.283996656
2745,CHEMBL2425089,52,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CSC2)C1,7.283996656
2746,CHEMBL4212326,52,nM,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,7.283996656
2747,CHEMBL298637,52,nM,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,7.283996656
2748,CHEMBL1914664,52,nM,Br.Oc1ccc(-c2cc3c(NCc4cccc(F)c4)ncnc3[nH]2)cc1,7.283996656
2749,CHEMBL4546122,52,nM,COc1ccc(-c2cc3ncnc(Nc4cc(OC)c(OC)c(OC)c4)c3s2)cc1,7.283996656
2750,CHEMBL4441029,52.6,nM,C=CC(=O)N(c1cccc(Cl)c1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,7.279014256
2751,CHEMBL3040548,52.67,nM,C[S+]([O-])CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.278436682
2752,CHEMBL4062830,52.8,nM,CCCN1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.277366077
2753,CHEMBL401251,52.8,nM,COCCOc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,7.277366077
2754,CHEMBL3612593,53,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,7.27572413
2755,CHEMBL4776012,53,nM,C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(Cl)c3)ncc2Cl)c1,7.27572413
2756,CHEMBL93545,53,nM,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.27572413
2757,CHEMBL3927914,53,nM,COc1ccc(NC(=S)NNc2nncc3ccccc23)cc1,7.27572413
2758,CHEMBL4283970,53,nM,O=C(O)CCCC(=O)Nc1cc(N2CCOCC2)ncn1,7.27572413
2759,CHEMBL5195321,53,nM,CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,7.27572413
2760,CHEMBL3416438,53,nM,Fc1ccc(Nc2ncnc3sc(Br)cc23)cc1Cl,7.27572413
2761,CHEMBL36819,53,nM,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.27572413
2762,CHEMBL2148046,53,nM,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.27572413
2763,CHEMBL449093,54,nM,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,7.26760624
2764,CHEMBL4751362,54,nM,Cc1cc(NC2=NC(=O)/C(=C\c3c4ccccc4cc4ccccc34)S2)no1,7.26760624
2765,CHEMBL516487,54,nM,COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.26760624
2766,CHEMBL519757,54,nM,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,7.26760624
2767,CHEMBL5071181,54.35,nM,C=CC(=O)Nc1cc(Nc2nccc(Nc3cnn(C)c3)n2)c(OC)cc1N(C)CCN(C)C,7.264800452
2768,CHEMBL4441745,54.69,nM,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,7.262092077
2769,CHEMBL5172251,54.8,nM,CCc1cc(Nc2ncc(Cl)c(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,7.261219442
2770,CHEMBL4451619,54.99,nM,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,7.25971628
2771,CHEMBL3416623,55,nM,COc1ccccc1-c1cc2c(N[C@H](C)c3cccs3)ncnc2s1,7.259637311
2772,CHEMBL328879,55,nM,COc1ccc2ncnc(Nc3ccccc3)c2c1,7.259637311
2773,CHEMBL5181487,55,nM,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2cc(CNc3ccccc3)n(C3CCCC3)c2n1,7.259637311
2774,CHEMBL1093234,55,nM,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1,7.259637311
2775,CHEMBL4062722,55,nM,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(F)cc([N+](=O)[O-])c3)c2)[nH]1,7.259637311
2776,CHEMBL2087353,55,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCO4)c1,7.259637311
2777,CHEMBL1933083,55,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1cccc(CN(C)C)c1,7.259637311
2778,CHEMBL5274514,55.3,nM,C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,7.257274869
2779,CHEMBL4061283,55.5,nM,CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.255707017
2780,CHEMBL3086103,55.5,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1,7.255707017
2781,CHEMBL4092966,55.5,nM,S=C(Nc1cncc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.255707017
2782,CHEMBL2425092,56,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1,7.251811973
2783,CHEMBL4064776,56,nM,O=C(N/N=C/c1ccc(O)cc1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.251811973
2784,CHEMBL3937527,56,nM,C[C@@H](Nc1ncnc2oc(-c3ccc(Br)cc3)cc12)c1ccccc1,7.251811973
2785,CHEMBL4441392,56,nM,Cc1cc(=O)n2nc(SCc3ccc(F)cc3)nc2[nH]1,7.251811973
2786,CHEMBL1090360,56,nM,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,7.251811973
2787,CHEMBL115745,56,nM,COc1cc2ncnc(NCc3ccccc3)c2cc1O,7.251811973
2788,CHEMBL3671480,56,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCc1ccncc1,7.251811973
2789,CHEMBL2148047,56,nM,CC(C)(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.251811973
2790,CHEMBL92985,56,nM,Fc1cccc(Nc2ncnc3ccccc23)c1,7.251811973
2791,CHEMBL3040455,56.24,nM,CSCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.249954688
2792,CHEMBL5179214,56.4,nM,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C3CC3)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.248720896
2793,CHEMBL442938,56.48,nM,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(COC(=O)/C=C/c4ccc(O)cc4)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,7.248105312
2794,CHEMBL5184313,56.8,nM,COc1cc2ncnc3c2cc1OCCCCCCOc1cccc(Cl)c1N3,7.245651664
2795,CHEMBL4760606,57,nM,CS(=O)(=O)c1ccc(F)c(C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)c1,7.244125144
2796,CHEMBL1090361,57,nM,CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,7.244125144
2797,CHEMBL257814,57,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,7.244125144
2798,CHEMBL334801,57,nM,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.244125144
2799,CHEMBL507714,57,nM,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,7.244125144
2800,CHEMBL5270335,57,nM,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,7.244125144
2801,CHEMBL3676379,57,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(COC)N(C)C,7.244125144
2802,CHEMBL3948267,57,nM,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,7.244125144
2803,CHEMBL55425,57,nM,CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.244125144
2804,CHEMBL90595,57,nM,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.244125144
2805,CHEMBL3806145,57.8,nM,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,7.238072162
2806,CHEMBL5170653,57.8,nM,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(Cl)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.238072162
2807,CHEMBL2374457,58,nM,COCCCN1CCC([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6Cl)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,7.236572006
2808,CHEMBL2374458,58,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](C5CCN(C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.236572006
2809,CHEMBL332333,58,nM,c1ccc(Nc2nc[nH]c3nnc(Nc4ccccc4)c2-3)cc1,7.236572006
2810,CHEMBL3676371,58,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CN(CC)CC,7.236572006
2811,CHEMBL443098,58,nM,COCCCN1CCN([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6OC)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,7.236572006
2812,CHEMBL437584,58,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.236572006
2813,CHEMBL544868,58,nM,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,7.236572006
2814,CHEMBL495734,58,nM,CC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,7.236572006
2815,CHEMBL326596,58,nM,COc1ccc2c(NCc3ccccc3)ncnc2c1,7.236572006
2816,CHEMBL3087199,58.7,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(C3CCCC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,7.231361899
2817,CHEMBL3806222,58.8,nM,Fc1ccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)cc1Cl,7.230622674
2818,CHEMBL2381515,59,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.229147988
2819,CHEMBL3671488,59,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(=O)C(F)(F)F,7.229147988
2820,CHEMBL2381506,59,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.229147988
2821,CHEMBL3671515,59,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCN(C)C(C)=O,7.229147988
2822,CHEMBL345109,59,nM,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.229147988
2823,CHEMBL93049,59,nM,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.229147988
2824,CHEMBL469997,59,nM,Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl,7.229147988
2825,CHEMBL4563980,59,nM,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,7.229147988
2826,CHEMBL3941626,59,nM,CCOc1cc2[nH]cc(C#N)c(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1C[C@H](O)CN1C,7.229147988
2827,CHEMBL3759649,59,nM,C[C@@H](Nc1ncnc2sc(-c3ccc(C=O)cc3F)cc12)c1ccccc1,7.229147988
2828,CHEMBL371888,59,nM,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,7.229147988
2829,CHEMBL4550473,59,nM,Cc1cc(=O)n2nc(SCc3cccc(Cl)c3)nc2[nH]1,7.229147988
2830,CHEMBL2437482,59.1,nM,C=CC(=O)Oc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)cc1,7.228412519
2831,CHEMBL3357643,59.8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,7.223298816
2832,CHEMBL3436358,59.9,nM,CS(=O)(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.222573178
2833,CHEMBL4871593,60,nM,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,7.22184875
2834,CHEMBL3973973,60,nM,C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,7.22184875
2835,CHEMBL525805,60,nM,CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.22184875
2836,CHEMBL2325100,60,nM,Cc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,7.22184875
2837,CHEMBL4588786,60,nM,CC(=O)OC[C@@]1(C)[C@@H]2CC[C@]3(C)[C@H](CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCCCCO[N+](=O)[O-])CC[C@]43C)[C@@]2(C)CC[C@@H]1OC(C)=O,7.22184875
2838,CHEMBL4176629,60,nM,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])nc3cc4ccccc4cc3c2=O)cc1,7.22184875
2839,CHEMBL393848,60,nM,N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.22184875
2840,CHEMBL2180203,60,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(C(F)(F)F)cc3)c3c(N)ncnc32)C1,7.22184875
2841,CHEMBL207247,60,nM,CC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.22184875
2842,CHEMBL1821869,60,nM,Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(F)cc3)C2)cc1C,7.22184875
2843,CHEMBL217536,60,nM,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C1CCSS1,7.22184875
2844,CHEMBL4082783,60,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1,7.22184875
2845,CHEMBL5196209,60,nM,Cc1n[nH]c2c1C(c1ccccc1Br)c1c(ncn(N)c1=N)O2,7.22184875
2846,CHEMBL4063890,60,nM,COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,7.22184875
2847,CHEMBL3962365,60,nM,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,7.22184875
2848,CHEMBL4286031,60,nM,Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,7.22184875
2849,CHEMBL370934,60,nM,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,7.22184875
2850,CHEMBL4065300,60.1,nM,Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,7.221125528
2851,CHEMBL4066569,60.6,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(C)n2)c(OC)cc1N(C)CCN(C)C,7.217527376
2852,CHEMBL4085352,60.7,nM,FC(F)(F)c1cccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,7.216811309
2853,CHEMBL3647973,60.9,nM,C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,7.215382707
2854,CHEMBL3968839,61,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccn4)c3)ncnc2cc1OC,7.214670165
2855,CHEMBL246284,61,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,7.214670165
2856,CHEMBL1928952,61,nM,Nc1cc(Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)ncn1,7.214670165
2857,CHEMBL2347231,61,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,7.214670165
2858,CHEMBL2064395,61,nM,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc2n1CCCN1CCOCC1,7.214670165
2859,CHEMBL294395,61,nM,COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.214670165
2860,CHEMBL5274187,61,nM,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(O)c4)nn32)CC1,7.214670165
2861,CHEMBL4440586,61,nM,C#Cc1cccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)c1,7.214670165
2862,CHEMBL1914655,62,nM,Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(Br)cc1,7.207608311
2863,CHEMBL442754,62,nM,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.207608311
2864,CHEMBL328245,62,nM,CCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,7.207608311
2865,CHEMBL4456976,62,nM,Cc1cc(=O)n2nc(SCc3ccc(C(C)C)cc3)nc2[nH]1,7.207608311
2866,CHEMBL5084760,62.3,nM,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,7.205511953
2867,CHEMBL4229213,62.5,nM,O=C(N/N=C/c1cccs1)N1CCc2ncnc(Nc3ccc(F)c(Cl)c3)c2C1,7.204119983
2868,CHEMBL505626,63,nM,CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.200659451
2869,CHEMBL204625,63,nM,Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.200659451
